Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
12913,0,0,-2,-1,0,1,1,0,-1,0,-2,1,0,-1,-2,-2,0,-2,3,-2,0,3,0,0,-2,-1,0,0,-1,0,-1,0,1,0,-3,1,0,1,-2,-1,0,0,-1,1,-2,0,-3,0,-2,0,0,0,1,0,-1,0,0,0,0,-2,0
21133,0,0,-1,-2,-2,-3,-3,0,3,0,-3,-2,-3,-1,0,1,-1,1,1,0,0,1,0,0,-3,2,0,0,1,2,0,0,-1,0,0,-2,1,1,2,-2,1,2,1,-1,0,1,1,0,-2,1,0,-1,-1,0,1,0,0,0,1,-1,6
253,0,0,0,-3,1,1,1,0,1,0,-1,-1,0,-2,1,0,-1,-1,2,-1,0,0,0,0,0,1,0,0,0,-1,-2,0,-1,0,-3,0,-2,2,0,-2,1,-2,0,-2,1,0,-1,0,1,0,0,0,-1,0,2,0,0,-1,-1,-2,12
11666,0,0,2,0,0,-1,-2,0,-2,0,1,1,1,3,-2,0,-1,0,-2,0,0,2,1,0,-1,1,0,0,0,1,1,-1,-2,0,0,3,-1,2,1,0,0,1,0,0,-2,0,2,0,0,0,0,0,-1,-1,0,0,0,0,2,0,2
1972,0,1,2,-1,-1,1,-1,0,2,0,2,0,-3,-1,0,-3,1,0,2,-1,0,-1,0,0,1,-2,-1,0,-1,1,-1,0,2,0,3,-2,-2,0,1,2,3,-2,1,1,2,0,2,0,-2,0,1,-1,2,0,0,0,1,0,0,-1,8
10201,0,0,-2,0,0,-2,-3,0,1,0,0,2,1,-1,1,-1,0,-1,-2,0,0,2,0,0,-2,1,2,0,3,2,-1,-1,-3,0,-2,-1,-2,-1,1,1,-1,3,-1,2,-3,0,0,0,1,0,0,-1,-1,0,2,0,0,1,0,-3,14
40577,1,-1,0,1,-1,0,-2,0,0,0,-1,1,1,-1,1,-2,1,1,-2,0,-1,1,0,0,2,0,1,0,0,-1,0,0,-1,0,-2,0,0,0,2,-2,-1,-2,2,1,0,0,-3,0,-1,1,-1,0,-1,0,-1,0,0,0,-2,0,13
26183,0,-1,2,-2,1,-1,2,0,-3,1,1,1,-1,2,-1,-3,2,-1,0,1,-1,-2,0,0,2,0,1,-1,-1,-1,-1,0,0,0,2,-3,1,0,0,-1,3,1,2,-2,1,0,0,0,2,0,0,0,2,0,2,0,0,0,-1,2,8
41719,0,0,-1,0,0,-1,1,0,1,0,0,-2,-1,-2,-1,-1,0,2,1,0,0,-1,0,0,-2,3,0,0,2,-1,0,0,2,1,-2,1,2,0,3,-1,2,-2,-1,1,1,0,1,0,0,0,0,0,1,0,2,1,0,2,1,-1,1
51944,0,0,0,-2,3,1,-2,0,-2,0,-2,2,-1,-2,-1,-2,0,1,-1,-2,0,2,0,0,0,3,-1,1,1,-1,0,1,2,0,0,2,2,-1,2,0,0,-1,2,0,-2,0,-1,0,2,0,0,0,2,0,-2,0,-1,-2,0,0,1
15324,0,0,1,-2,2,3,-1,0,2,0,0,-2,-1,0,2,1,1,2,-3,-2,0,0,0,-1,-2,1,-2,-1,0,2,0,0,-1,0,2,0,-1,-3,3,-1,1,-1,2,0,1,0,-2,0,0,0,0,0,1,0,0,0,0,1,0,2,4
45037,0,0,2,0,2,1,0,0,0,0,-2,0,2,1,3,1,0,0,-2,-2,-1,2,0,0,-2,-1,1,0,1,2,2,0,1,0,2,0,1,0,2,0,3,-2,1,0,0,0,2,0,-1,1,0,0,0,0,1,0,0,1,-1,2,14
27911,0,0,0,-1,1,0,0,0,-2,0,0,-2,0,1,1,-1,0,0,-2,-2,0,2,0,0,0,2,1,0,2,2,-2,0,-1,0,0,2,-1,0,1,-2,2,3,0,2,-1,0,1,0,2,0,0,0,0,0,2,0,0,1,-1,0,14
39104,0,0,0,0,-1,-2,0,0,1,0,1,-2,1,1,-1,-1,2,3,1,-1,0,1,0,0,2,-1,1,0,0,-1,0,0,0,0,-3,1,2,-1,-1,0,-1,0,-2,1,1,0,2,0,0,0,0,0,1,0,-2,0,0,1,-2,-1,10
33526,0,0,-1,-1,0,2,2,0,-2,0,0,0,-1,-1,-2,-2,3,1,-2,-2,0,-1,-1,1,1,1,1,0,-1,-2,-3,0,0,0,1,-1,2,-2,1,2,0,-2,0,0,-2,0,2,0,2,0,0,0,1,0,0,0,0,-2,-3,-1,1
49456,0,0,2,2,0,-2,3,0,1,0,1,1,2,2,1,-2,1,2,-2,1,-1,0,1,0,1,0,-2,0,1,2,-1,0,2,0,0,0,-1,0,2,1,0,0,-1,2,0,0,-2,0,-3,0,-1,0,-1,0,2,0,0,0,-1,1,3
50526,0,0,2,-1,1,0,1,0,2,0,3,-2,2,1,2,0,0,0,0,-2,0,-1,0,0,-3,1,-2,0,2,-1,-3,0,-2,0,-1,-1,0,1,3,3,2,-3,1,-1,0,-1,0,0,-1,0,0,0,1,0,0,0,0,2,1,2,4
59441,0,0,-1,-2,0,-1,-1,0,0,0,-2,-2,1,-2,-1,2,-3,0,1,-2,0,1,1,0,-2,2,-1,0,1,-1,0,0,0,0,2,-3,-2,-1,0,0,-1,0,0,-1,-1,0,-1,1,1,0,0,0,2,0,1,0,0,1,0,2,14
56201,0,0,-1,-1,1,1,-1,0,-2,0,-2,2,0,-1,-3,0,1,-1,2,-2,0,3,0,0,-1,0,-2,0,-2,-1,-2,0,1,0,1,1,0,2,0,-1,3,-1,0,-2,-1,0,-2,0,-2,0,0,0,-1,-1,0,0,0,-1,-1,-1,0
19942,0,0,-3,0,-2,-3,0,0,1,0,1,-2,1,-2,-3,2,-2,0,0,0,0,-1,0,0,-1,1,2,0,1,-1,-3,0,2,-1,3,2,0,-2,0,-1,-2,0,-3,2,0,0,0,0,-1,0,0,0,2,0,2,0,0,-1,1,2,14
28612,0,0,0,-1,2,1,-1,0,-1,-1,1,-3,0,-1,2,0,1,-1,2,0,0,-1,1,0,0,1,2,0,0,1,3,0,-1,-1,0,-2,0,1,-3,1,1,0,3,2,0,0,1,0,-3,0,-1,0,0,0,1,0,0,-2,0,0,8
13417,0,0,-2,-1,0,1,-1,0,-1,0,2,0,-1,-1,2,2,-2,-1,0,-1,0,2,0,0,-2,0,0,-1,1,-1,-2,0,2,0,-2,-2,-2,2,1,0,0,-1,0,-3,1,0,0,0,0,0,0,0,2,0,1,0,0,3,-2,-2,2
27222,0,0,2,1,-1,2,1,0,-2,0,1,1,2,2,0,-1,-1,1,1,-2,0,2,0,0,1,0,1,1,-3,-1,2,0,-2,0,-1,-1,-2,0,1,-1,2,1,1,2,-2,0,-2,0,1,0,0,0,1,0,-1,0,0,-1,1,-2,11
21402,1,-1,2,3,-3,0,1,0,0,0,1,-2,0,2,0,1,0,2,0,-1,0,3,0,0,0,2,-2,0,-3,-2,1,0,-2,0,-1,0,-1,0,-3,1,2,2,-1,1,-2,0,-1,0,0,1,0,0,-1,0,3,0,0,0,2,0,11
888,0,-1,-2,0,0,-2,-2,0,0,0,-1,-1,1,2,-1,-1,3,2,-1,-1,0,0,-1,0,3,-1,0,0,-1,-2,-1,0,0,0,-2,2,1,0,-3,0,-2,2,-1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,2,-3,0,10
11436,0,0,0,0,0,0,-2,0,1,0,-1,-3,0,2,2,1,0,2,-1,2,0,1,0,0,0,-2,2,0,-2,2,-1,0,-2,0,3,1,-2,-2,2,-1,-1,-3,0,-1,1,0,-2,0,0,0,0,0,-1,0,0,0,0,1,2,2,11
7336,0,0,-2,-1,0,1,-1,0,2,1,-1,0,-1,2,2,-2,-1,0,2,2,-1,0,0,0,3,-1,-1,0,-1,-2,-2,-1,-2,0,-1,0,1,0,2,-2,3,2,0,-3,2,0,2,-1,1,0,0,0,0,0,1,0,0,-3,0,2,13
16641,0,0,1,2,0,-1,-1,0,-1,0,0,0,-2,1,3,1,-1,2,-2,0,-1,-3,0,0,-1,3,0,0,-2,1,1,0,0,0,0,3,-3,0,1,0,-1,0,1,2,2,-1,-1,0,-2,0,0,0,2,0,-3,0,0,2,1,0,11
25380,0,0,0,0,0,2,0,0,-3,0,0,0,-2,-3,-3,1,0,1,0,-1,0,3,0,0,0,-2,3,0,-1,-3,0,0,1,1,0,-1,-3,0,0,-1,-2,-1,1,2,-2,0,1,0,0,1,0,0,1,0,0,0,0,2,2,2,0
28893,-1,0,1,1,-2,-2,1,-1,2,0,-2,1,-1,-1,1,-1,0,-1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,2,-2,2,2,-3,-2,-1,1,2,1,0,0,0,0,0,0,3,0,0,1,0,0,-1,-2,10
4296,0,0,0,1,2,0,-1,0,-2,0,1,-1,1,1,0,0,2,-3,1,-1,-1,0,0,0,-2,-3,0,-1,0,1,1,0,0,0,-1,0,1,-1,2,-3,-1,-1,1,2,0,0,0,0,-2,0,-1,-1,0,0,1,0,0,1,0,2,14
50000,0,0,-1,2,-1,0,-1,0,-3,0,-3,2,2,3,-1,2,-2,1,0,0,1,-3,0,0,1,-1,-1,0,-3,-2,-2,0,1,0,-1,2,0,0,-2,-3,-1,-1,0,0,2,-1,-2,0,3,0,0,0,2,1,1,0,0,0,-1,-2,10
19291,0,0,-1,-1,1,-1,-2,0,1,0,0,-2,1,-1,-3,-1,2,-1,-3,-2,0,1,0,0,-3,2,-1,0,0,2,1,0,3,0,0,-1,2,-1,1,2,0,-1,0,-2,1,0,-1,0,-2,1,0,0,1,1,1,1,0,0,-1,-3,15
43024,0,0,-1,1,0,-1,-3,0,2,0,-2,0,-2,2,0,-3,0,-3,1,-1,0,1,0,0,2,2,0,0,0,-3,1,-1,0,0,1,3,2,-1,1,1,-1,-1,0,0,3,0,1,0,-1,0,0,0,1,0,-2,0,0,2,-3,1,10
13242,0,0,0,2,0,0,-2,-1,1,0,1,3,2,2,-1,0,3,2,-2,1,0,-2,0,0,3,0,-2,0,1,1,-1,0,2,-1,1,-1,1,-1,2,3,-2,-1,-2,2,1,0,0,0,-1,0,1,0,1,0,0,0,0,3,0,1,3
31530,1,0,0,1,2,0,-3,-1,-1,0,0,0,2,0,-2,0,2,0,0,0,0,0,0,-1,1,2,0,0,2,3,0,1,-1,0,0,-2,3,1,2,3,-3,-2,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,2,-2,3,3
24042,0,0,0,1,-1,-1,-1,0,-2,0,-2,1,-1,1,2,1,0,1,0,-1,0,3,0,-1,1,0,1,-1,1,0,3,0,-2,0,-2,0,-1,-1,-2,0,-1,1,-2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,10
27737,0,0,-1,-2,1,-1,0,0,0,0,-1,-3,2,-2,-1,0,2,3,0,1,0,-2,0,0,-1,0,2,0,0,-1,0,0,1,0,-1,0,2,0,0,-2,-1,1,-3,2,-1,0,0,0,0,0,0,0,-2,0,0,0,1,1,1,-1,1
39333,-1,-1,-2,-2,1,2,0,-1,-3,0,-1,1,3,-1,-1,0,-2,0,-2,1,0,1,0,0,1,1,-1,0,-1,0,0,0,1,0,1,-1,-3,-1,-1,-3,-1,-3,1,-1,1,0,0,0,-2,1,1,0,-2,0,-1,1,0,0,-2,-1,15
1298,0,0,0,0,2,1,-3,0,1,0,1,-1,1,-1,1,0,-2,1,0,0,0,1,0,0,0,1,-1,0,3,2,1,0,-2,1,-1,0,-2,-1,2,-3,0,-1,1,2,0,0,-2,0,1,0,-1,0,1,0,2,0,1,2,0,1,4
44960,0,0,0,0,1,-2,-1,0,-1,0,-1,-2,2,0,-3,-3,2,1,1,1,0,-1,1,0,-2,1,3,0,-1,-1,2,0,0,0,-2,0,1,3,-1,-1,0,0,-2,0,0,0,0,0,1,0,1,0,-3,0,0,0,0,1,1,-2,1
58517,0,-1,2,-2,2,2,0,0,2,0,1,0,0,-1,-1,2,1,2,-2,0,0,0,0,0,0,0,-2,0,-1,1,2,0,-3,0,2,0,-1,-1,0,1,0,-1,0,1,-1,0,0,1,2,0,0,0,1,1,3,0,0,1,0,0,4
8666,0,0,-2,-2,3,1,-1,0,-3,-1,-1,-2,2,-2,-2,-1,2,1,-1,-3,0,1,0,0,-1,0,0,0,1,1,0,0,1,0,-1,0,0,-2,1,-2,-1,0,2,-3,1,0,-2,0,0,0,0,0,-3,0,0,-1,0,-2,-1,1,15
34768,0,0,-2,0,0,0,-1,0,1,0,-1,1,0,2,1,-2,-2,0,-1,1,0,1,0,0,1,-1,2,0,-1,-3,0,0,0,0,-2,1,2,1,0,1,1,2,-1,-3,2,0,2,0,0,0,0,0,-2,0,1,0,0,-1,-2,1,13
9949,0,0,2,-1,-1,0,-2,0,1,0,1,-1,-2,-1,0,-1,-1,-2,0,1,0,0,0,0,0,-1,-1,0,1,0,2,0,-1,1,1,-1,-1,0,1,-2,0,-3,-1,0,2,0,-3,0,0,0,0,0,0,-1,0,-1,0,0,2,1,12
58103,0,0,3,0,1,-1,0,0,0,1,0,0,-3,-2,-1,-1,2,-1,2,-1,0,0,0,0,-2,0,-1,0,-1,1,1,0,1,0,3,-3,-1,1,-1,2,1,0,-1,0,1,0,2,1,-1,1,0,0,2,0,1,0,0,0,-1,-1,8
55435,0,0,-2,-1,-1,-2,0,0,2,0,1,-1,3,-1,1,2,-1,0,0,1,0,3,0,0,-3,0,2,0,2,2,-2,0,2,0,2,-2,-2,0,0,-3,-3,0,-1,0,-1,0,1,0,0,-1,0,0,0,0,3,0,1,1,0,0,14
348,0,1,2,-1,-1,1,0,0,1,0,1,1,-2,1,2,2,0,0,-1,-1,0,2,0,0,-1,-2,0,-1,0,-2,0,0,0,0,-3,-1,0,-2,-1,-2,-2,3,1,-1,-2,0,0,-1,-2,0,0,0,0,0,-1,0,1,0,1,2,5
42453,0,0,-1,0,1,-3,0,0,1,0,-1,-1,-2,1,0,0,1,-1,2,-1,0,2,0,0,0,-1,0,0,0,0,1,0,-2,0,0,1,1,0,3,0,-1,-2,-2,2,1,0,-1,0,0,0,0,0,2,0,2,0,0,0,-1,0,10
7352,0,0,1,0,-1,2,-2,0,0,0,-2,2,0,-2,2,2,1,-2,1,1,1,2,1,0,1,-1,3,0,1,-1,1,0,0,0,-1,0,1,0,1,-3,0,1,-2,3,1,0,-1,0,-3,1,0,0,-2,0,-2,0,-1,2,-2,1,13
44725,0,0,0,-1,2,1,1,0,-1,0,-2,1,0,1,-2,-2,0,0,-2,-1,0,1,0,0,0,1,1,0,1,-1,-1,0,2,0,1,2,1,-1,2,2,1,0,0,0,-3,-1,0,0,2,0,0,0,1,0,-2,0,0,0,0,0,1
9221,0,0,1,-1,2,0,0,0,2,0,0,-2,0,-3,0,1,-2,0,2,0,0,0,1,0,2,-2,-2,1,2,-1,-2,0,1,0,-2,2,0,2,1,0,-3,-1,1,-1,0,0,-1,0,2,0,0,0,1,0,3,0,0,-1,-1,-1,12
9789,0,0,0,-1,-1,1,-1,0,3,0,1,0,-2,-2,1,0,0,1,1,-2,0,0,0,0,-2,0,1,0,3,2,1,1,1,0,0,0,0,-1,1,-3,-1,-2,2,0,0,0,-2,0,0,0,0,0,0,0,2,0,0,3,-2,1,4
53163,0,0,-1,1,0,-2,2,1,-3,0,3,2,-2,2,1,1,0,-2,1,-1,0,-1,0,0,3,-2,1,1,-3,0,-1,0,-1,0,3,1,1,-1,1,0,2,-1,3,-1,-2,0,-2,0,0,0,0,0,-2,0,1,0,0,0,3,3,9
47402,0,-1,1,1,-1,-1,0,0,0,-1,1,1,-2,0,1,0,0,-3,1,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,1,1,1,-1,3,2,-1,-1,2,3,2,-1,-3,0,-2,0,0,-1,1,0,2,0,1,1,-2,0,10
30752,0,0,0,-2,-3,-3,0,0,-1,0,-2,2,-1,1,2,1,-1,3,0,0,0,0,0,0,0,-1,-3,0,1,-1,-3,0,3,0,-1,-2,-1,0,0,0,-2,3,0,0,0,0,2,-1,3,0,0,1,0,0,-2,0,-1,-1,3,1,5
2621,0,0,1,0,1,1,0,0,-3,0,0,-2,1,-1,2,1,1,-2,-2,0,0,2,0,0,-1,-1,-1,0,0,2,-1,0,-1,0,1,-1,2,0,3,-2,1,-2,0,1,0,0,1,0,-3,0,0,0,1,0,1,0,0,2,0,1,14
35961,-1,0,1,2,-1,-1,1,0,2,1,-1,-2,2,0,-1,-3,-1,3,0,0,0,2,0,0,2,-1,1,0,-3,0,-1,0,-1,0,0,1,2,-2,2,-2,-1,0,0,2,-1,1,-1,0,2,0,0,-1,-1,0,0,0,0,-3,2,2,5
16970,0,0,-2,-2,0,3,2,0,1,0,-2,0,1,-3,0,-2,-1,0,2,1,0,-2,0,-1,1,0,-1,1,2,-2,0,0,0,-1,-3,-1,-2,-1,2,2,0,-3,-2,-1,-2,0,-1,0,-2,-1,0,0,-2,0,1,0,0,-1,0,0,12
31877,-1,0,-1,1,-2,-2,-1,0,-1,0,-3,1,0,-1,0,2,2,-1,0,0,0,1,0,0,-2,-1,0,0,0,-1,-2,0,0,0,3,-2,0,-1,-3,2,0,0,1,1,-2,0,-1,0,3,1,0,0,-3,0,-1,0,0,1,3,0,0
22089,0,0,-3,-1,-1,-1,2,0,1,0,-3,-2,1,2,-1,0,0,-2,0,-1,0,0,0,0,-1,2,1,0,1,-2,0,0,-1,1,2,-2,-2,-1,1,-1,0,1,0,1,0,1,0,0,-2,0,0,0,2,1,-1,0,0,1,-1,-1,14
13842,0,0,-1,-1,-1,1,-1,0,-1,0,-1,0,0,0,-1,-2,2,-1,0,-2,0,2,0,0,0,-1,-2,-1,0,0,-1,0,0,0,-1,1,-2,3,1,-3,0,-2,0,-1,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,-2,1,-1,0
50277,0,0,0,-1,1,-1,0,-1,2,0,-3,1,-2,2,-2,1,-2,-1,-2,-1,0,0,0,1,-1,0,0,1,2,2,-2,0,0,0,0,0,0,0,2,2,1,3,0,1,-1,0,-2,-1,-1,0,0,0,2,0,-2,0,0,0,-1,1,9
48773,0,0,-2,0,-1,1,-2,0,1,0,-1,2,-1,1,-1,-2,-3,1,0,-1,0,2,-1,0,1,-1,-2,1,-1,1,-2,0,-1,0,-2,2,2,3,1,-2,-1,1,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-1,13
20248,0,0,-1,-1,-2,-1,-3,0,0,0,-1,-1,1,-2,1,1,-1,-1,-1,2,0,1,0,0,-1,0,2,-1,2,1,-1,0,-2,0,1,-1,-3,0,1,1,-3,0,-1,2,-2,0,-2,0,1,0,0,0,3,0,1,0,-1,0,0,1,14
28864,0,0,2,0,-2,3,-3,0,-2,-1,0,1,1,0,0,0,0,1,0,-3,0,-1,0,0,-1,-1,2,0,1,-1,-2,0,-2,0,1,-1,-1,-2,-2,1,0,-3,0,0,-2,0,0,0,1,0,0,-1,0,0,-2,-1,-1,-1,1,2,0
48011,0,0,-1,1,2,2,0,1,-1,0,-1,1,-1,1,-1,-2,0,-1,1,-1,0,2,0,0,1,-1,-1,0,-3,-2,1,0,-2,0,-2,-1,-2,2,0,0,0,-1,-2,0,-1,0,-2,1,0,0,0,0,1,0,-2,0,0,-1,1,3,0
1700,0,0,1,1,0,1,-2,-1,2,0,2,-1,-1,1,2,-2,0,1,-1,2,0,2,1,0,1,2,-1,0,-1,3,-2,0,2,0,-1,0,-2,-1,-1,0,-2,1,0,3,-3,0,-1,0,3,0,0,0,1,0,1,0,0,3,3,2,6
16776,0,0,-3,0,1,2,-2,0,2,0,-2,-3,1,-2,-1,-1,2,2,0,0,0,-2,-1,0,-1,1,1,1,0,-3,3,-1,2,0,0,1,1,-3,2,0,2,-1,-2,0,-1,0,1,0,2,0,0,0,2,-1,1,0,0,2,1,-1,1
41948,0,1,1,-2,-1,0,-1,0,1,0,-3,-1,3,0,-2,2,-1,0,-1,0,0,2,0,0,1,-1,0,0,-2,0,0,0,-2,0,-1,-2,1,-2,-1,2,-1,-2,-1,3,-1,0,-2,0,3,0,0,0,0,0,-2,1,0,-1,1,2,15
4343,0,1,-2,-3,2,-2,-1,0,0,0,1,1,0,3,-1,0,0,-1,1,2,0,-1,0,-1,-1,1,-2,0,-2,-3,0,0,3,0,1,-1,3,0,-2,2,-2,3,2,-2,1,0,-1,0,3,0,0,1,2,0,1,0,0,1,-2,1,8
47924,0,0,1,2,-1,-1,-2,0,3,0,-1,-1,1,-1,0,-1,1,-2,1,2,0,2,0,0,-3,-3,-1,0,0,-3,2,0,-3,0,-1,-1,0,0,1,1,-2,2,-2,-1,-1,0,-1,0,3,0,0,0,-1,-1,0,0,0,-1,0,2,15
31462,0,0,2,1,1,-2,-1,0,-1,0,2,1,-3,2,-1,-2,-2,-2,1,1,0,0,1,0,0,1,-2,0,2,3,1,0,3,1,-1,2,-2,2,-2,-3,0,1,-1,0,-1,1,0,0,1,0,-1,0,2,0,-1,0,0,2,1,1,2
55358,0,0,-1,-1,1,0,-2,-1,0,0,-2,3,-1,-1,-3,0,1,-2,-1,-1,-1,-1,0,0,0,-3,-1,0,-2,-1,0,0,-1,0,-2,3,0,1,-2,-1,2,-2,-1,-1,-3,0,-2,0,-1,0,0,0,2,0,0,-1,0,1,1,1,0
10096,-1,0,2,1,-1,-2,0,0,0,0,-1,1,2,1,2,-1,-1,-2,0,2,0,1,0,0,1,-1,-1,0,0,-1,-1,0,0,0,-2,1,1,2,1,-2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,-1,-1,0,0,-2,12
48778,0,0,3,-1,-1,1,-1,0,-1,0,0,0,2,0,3,-1,-1,1,-2,1,0,0,0,0,-1,-1,1,0,0,-2,2,0,-1,0,-2,2,2,0,0,0,1,1,2,1,-1,-1,-2,0,-1,0,0,0,1,0,-2,0,0,1,-2,0,13
15643,0,0,0,-1,-3,0,-1,0,0,0,0,-1,-1,3,0,-1,2,0,3,0,0,3,0,1,1,-2,0,-1,2,1,-2,0,-3,0,-1,1,1,1,1,-1,1,0,0,-1,0,0,0,1,2,0,0,0,2,0,-1,0,0,-1,-1,0,12
54806,0,0,-1,0,2,1,-2,0,0,0,0,-1,0,1,0,-1,0,0,1,3,0,1,0,0,-1,1,1,0,-1,0,2,-1,1,0,3,-1,-1,-2,1,1,-1,1,1,-1,-2,0,1,0,-1,0,0,0,-1,0,2,0,1,0,1,-1,3
26737,0,0,-2,1,0,-1,1,0,2,0,-1,1,-1,1,-3,0,-1,-2,2,0,1,1,-1,0,0,1,-1,0,2,0,2,0,0,0,2,0,-2,0,2,0,-1,2,0,1,1,0,1,0,-1,0,0,0,2,0,3,-1,-1,-3,3,-1,3
36931,0,0,1,-1,3,2,-1,0,1,0,0,-1,-1,-1,0,0,2,0,-2,-1,-1,1,0,1,-2,2,-1,0,2,3,-1,-1,-2,0,1,0,0,-1,2,-2,2,2,2,2,-2,0,1,0,1,0,0,0,1,0,0,0,0,0,-1,1,4
34450,1,0,1,0,-2,-2,0,0,-1,0,1,-2,-2,0,0,0,-2,0,1,1,0,3,0,0,3,0,-1,0,0,1,-2,0,0,0,0,0,3,1,1,-1,0,1,-1,1,1,0,-1,0,1,0,0,-1,3,0,-2,0,-1,-3,1,-1,12
10367,0,1,-1,0,2,0,-1,0,3,0,-1,2,-3,3,-1,0,0,1,1,1,0,1,0,0,2,2,-1,0,0,1,0,0,-1,0,1,-1,1,-1,0,0,-2,1,-1,-2,1,0,0,0,-2,0,0,1,0,0,3,0,0,0,-3,-1,10
9782,1,-1,-3,-1,3,1,3,0,0,0,-2,1,3,-1,-1,-2,1,1,-1,-2,0,2,0,0,1,-1,-1,0,1,-1,-2,-1,2,0,1,0,2,1,-1,1,0,0,3,1,-3,0,2,0,3,0,0,0,3,0,1,0,0,0,-2,-2,1
5740,0,0,-2,-3,0,0,1,0,-1,0,-1,2,1,-1,0,-1,2,0,-1,-1,0,2,0,-1,3,2,3,-1,0,-2,-2,-1,0,0,2,1,-1,-2,-1,0,1,-1,1,-2,0,0,2,-1,1,0,0,0,2,0,0,0,0,2,-2,-1,1
45424,0,0,1,-1,-2,0,-2,0,1,0,-1,1,0,-2,2,1,-3,0,0,3,0,2,0,0,-2,-1,0,0,2,2,-2,-1,-1,0,-2,0,2,-1,0,2,-2,-1,0,0,2,0,3,1,0,0,1,0,0,0,2,0,-1,2,0,-2,7
5402,1,0,-1,0,1,0,-2,1,-2,0,-1,0,-2,1,-2,-2,1,-1,2,-2,0,3,0,0,-2,0,0,0,-1,2,-1,0,2,0,0,0,-1,0,0,-2,1,1,-3,-2,0,0,-1,0,-1,0,0,0,-2,0,-1,0,0,-2,1,0,0
59432,0,0,0,-2,0,0,-2,0,0,0,-3,3,-2,1,1,2,-2,-2,0,1,1,1,0,0,-1,3,0,1,1,3,-2,0,-2,0,2,-2,-1,0,-1,2,1,1,0,-3,-2,1,-1,0,-1,0,0,0,2,1,-2,0,0,0,1,2,9
44421,0,0,0,1,2,1,-1,0,-3,0,1,1,1,3,-2,-3,-1,-2,0,-1,0,1,0,0,-2,-1,-2,0,1,3,1,0,-1,0,1,1,-1,1,-1,-1,1,1,1,1,-2,0,0,0,2,-1,0,-1,1,0,0,0,0,-1,1,0,2
40126,0,-1,0,0,1,0,-3,0,0,0,0,-2,1,-2,-1,0,1,0,-2,1,0,-2,0,0,-2,0,-1,0,1,1,0,0,3,0,-1,-2,-1,-1,2,2,-3,-1,1,-2,0,0,1,0,1,0,0,0,-1,0,2,0,0,-2,-2,0,15
